Outcome Date,Animal ID,Name,Outcome Status,Euthanasia Reason,Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Date of Birth,Intake Date,Days in Shelter
08/03/2025 02:28:00 PM,12682,Sherwood,Adopted,,Cat,Male,Yes,Domestic Medium Hair,BLUE TABBY,,09/24/2023 12:00:00 AM,07/24/2025 12:21:00 PM,10
07/25/2025 06:23:27 PM,12026,Bacon,Adopted,,Cat,Male,yes,Domestic Shorthair,Blue Point,White,04/01/2025 12:00:00 AM,07/15/2025 11:14:00 AM,10
05/20/2025 12:00:00 AM,7609,Monty,Adopted,,Cat,Male,Yes,Domestic Shorthair,BLUE TABBY,White,02/15/2025 12:00:00 AM,05/15/2025 02:44:00 PM,4
09/10/2025 12:05:00 PM,12482,Franklin,Transfer Out,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,07/22/2024 12:00:00 AM,07/22/2025 11:13:00 AM,50
06/23/2025 06:59:17 PM,6566,Greg,Adopted,,Dog,Male,Yes,Labrador Retriever,Black,Tan,04/09/2025 12:00:00 AM,04/16/2025 12:00:00 AM,68
06/23/2025 07:29:00 AM,10455,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Black,,10/20/2024 12:00:00 AM,06/20/2025 05:21:00 PM,2
09/24/2025 06:33:50 PM,15467,,Adopted,,Dog,Female,yes,Labrador Retriever,Red,,07/21/2025 12:00:00 AM,09/15/2025 03:50:00 PM,9
10/18/2025 12:38:07 PM,13888,Lucy,Adopted Altered,,Dog,Female,Yes,Australian Cattle Dog,Tan,Ticked,06/16/2025 12:00:00 AM,08/15/2025 03:39:00 PM,63
10/13/2025 04:50:15 PM,15569,Pepperoni,Adopted,,Dog,Female,Yes,Boxer,Brown Brindle,White,09/27/2020 12:00:00 AM,09/17/2025 04:10:00 PM,26
06/18/2025 07:51:00 PM,10286,,Transfer Out,,Cat,Male,Unknown,Domestic Shorthair,Brown Tabby,,06/17/2025 12:00:00 AM,06/17/2025 05:27:00 PM,1
06/25/2025 03:42:34 PM,9927,Sax,Adopted,,Dog,Male,No,Beagle,White,Tan,06/15/2012 12:00:00 AM,06/15/2025 11:19:00 AM,10
06/04/2025 06:20:00 PM,7917,Miles,Adopted,,Cat,Male,Yes,Domestic Shorthair,Cream,White,04/04/2025 12:00:00 AM,05/20/2025 11:05:00 AM,15
09/10/2025 05:17:00 PM,15019,Princess,Reclaimed,,Dog,Female,Yes,American Pit Bull Terrier,White,Brown,03/05/2018 12:00:00 AM,09/05/2025 02:59:00 PM,5
08/13/2025 05:52:00 PM,13231,Jasper,Transfer Out,,Dog,Male,No,Labrador Retriever,White,Black,05/25/2025 12:00:00 AM,08/03/2025 04:26:00 PM,10
06/12/2025 09:59:00 AM,8872,,Euthanized,Injured,Mammal,Unknown,Unknown,Bat - Little Brown Myotis,Brown,Black,,06/03/2025 12:53:00 PM,8
11/25/2025 07:36:00 AM,18334,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Black,,11/20/2024 12:00:00 AM,11/20/2025 01:33:00 PM,4
07/17/2025 10:47:00 AM,11903,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Skunk - Striped,Black,White,,07/12/2025 09:35:00 AM,5
06/26/2025 11:57:00 AM,9623,Cassie,Adopted Altered,,Cat,Female,Unknown,Domestic Medium Hair,Tortoiseshell,Black,02/11/2012 12:00:00 AM,06/11/2025 03:12:00 PM,14
11/14/2025 07:12:00 AM,18027,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Black,White,11/12/2023 12:00:00 AM,11/12/2025 11:59:00 AM,1
11/04/2025 05:09:03 PM,16573,Cranberry,Adopted,,Cat,Female,yes,Domestic Shorthair,Black,,06/23/2025 12:00:00 AM,10/09/2025 03:30:00 PM,26
05/15/2025 11:37:00 AM,7548,,Transfer Out,,Dog,Unknown,Unknown,Labrador Retriever,Black,White,,05/14/2025 04:34:00 PM,0
08/16/2025 12:23:30 PM,11764,Ollie,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,06/10/2025 12:00:00 AM,08/15/2025 11:31:00 AM,1
09/04/2025 05:55:47 PM,12259,,Adopted,,Cat,Female,yes,Domestic Shorthair,Black,,06/05/2025 12:00:00 AM,07/17/2025 11:17:00 AM,49
08/18/2025 01:31:00 PM,13449,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,06/07/2025 12:00:00 AM,08/07/2025 01:58:00 PM,10
08/05/2025 11:44:00 AM,13105,Diego,Adopted,,Cat,Male,Yes,Domestic Shorthair,Cream,White,05/18/2025 12:00:00 AM,08/01/2025 12:23:00 PM,3
07/21/2025 08:21:32 PM,6683,,Adopted Offsite,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,04/24/2025 12:00:00 AM,04/24/2025 12:00:00 AM,88
05/16/2025 03:32:00 PM,7663,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Black,White,05/09/2025 12:00:00 AM,05/16/2025 12:11:00 PM,0
08/15/2025 06:07:00 PM,13672,Layla,Reclaimed,,Dog,Female,Yes,German Shepherd,Black,Tan,02/12/2024 12:00:00 AM,08/12/2025 01:51:00 PM,3
05/10/2025 12:17:00 PM,6352,*PEPPER,Adopted,,Dog,Male,Yes,Rottweiler,Black,White,03/12/2025 12:00:00 AM,03/18/2025 12:00:00 AM,53
01/30/2026 07:21:00 AM,20871,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,01/28/2025 12:00:00 AM,01/28/2026 02:13:00 PM,1
01/30/2026 07:21:00 AM,20873,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Orange Tabby,,01/28/2024 12:00:00 AM,01/28/2026 02:39:00 PM,1
01/30/2026 07:21:00 AM,20711,Nobara,Transfer Out,,Cat,Female,No,Domestic Shorthair,BLUE TABBY,,01/27/2023 12:00:00 AM,01/22/2026 06:56:00 PM,7
01/30/2026 08:03:22 AM,20373,Olive,Adopted,,Puppy,Female,Yes,Border Terrier,Tan,White,11/27/2025 12:00:00 AM,01/15/2026 04:30:00 PM,14
01/30/2026 08:23:09 AM,20374,Benji,Adopted,,Puppy,Male,Yes,Border Terrier,White,Tan,11/27/2025 12:00:00 AM,01/15/2026 04:32:00 PM,14
01/29/2026 04:02:00 PM,20332,Lady Mop,Reclaimed,,Dog,Female,No,Poodle - Miniature,Black,,01/13/2016 12:00:00 AM,01/17/2026 07:51:00 PM,11
01/13/2026 02:30:00 PM,20332,Lady Mop,Reclaimed,,Dog,Female,No,Poodle - Miniature,Black,,01/13/2016 12:00:00 AM,01/12/2026 05:18:00 PM,0
01/29/2026 05:37:00 PM,6254,Vivian,Transfer Out,,Dog,Female,Yes,Pointer,Black,White,02/25/2024 12:00:00 AM,02/25/2025 12:00:00 AM,338
01/29/2026 05:37:00 PM,18178,Goddess,Transfer Out,,Dog,Female,No,American Staffordshire Terrier,Blue,White,12/07/2020 12:00:00 AM,12/06/2025 07:14:00 PM,53
01/29/2026 05:37:00 PM,13553,Kilo,Transfer Out,,Dog,Male,Yes,Labrador Retriever,White,,08/09/2017 12:00:00 AM,12/03/2025 05:54:00 PM,56
01/09/2026 04:12:00 PM,20012,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,,08/21/2025 12:00:00 AM,01/04/2026 02:34:00 PM,5
01/30/2026 10:20:11 AM,20604,,Adopted,,Kitten,Female,Yes,Domestic Medium Hair,Silver Tabby,White,11/20/2025 12:00:00 AM,01/20/2026 12:50:00 PM,9
01/30/2026 11:47:00 AM,20613,,Return to Habitat,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,01/27/2022 12:00:00 AM,01/20/2026 02:05:00 PM,9
01/30/2026 11:34:00 AM,20914,,Reclaimed,Agonal,Cat,Female,Unknown,Domestic Shorthair,Blue Cream Calico,,01/29/2017 12:00:00 AM,01/29/2026 05:44:00 PM,0
01/30/2026 11:44:00 AM,20609,,Return to Habitat,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,01/23/2022 12:00:00 AM,01/20/2026 01:33:00 PM,9
01/30/2026 11:02:09 AM,20615,Thackery,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,,01/20/2025 12:00:00 AM,01/20/2026 03:11:00 PM,9
01/30/2026 12:51:00 PM,20928,Nuna,Euthanized,Suffering,Rabbit,Unknown,Unknown,Bunny Rabbit,Tan,,,01/30/2026 11:49:00 AM,0
01/30/2026 01:38:00 PM,20931,Neko,Reclaimed,,Cat,Male,Yes,Domestic Shorthair,White,Flame Point,,01/30/2026 12:12:00 PM,0
01/30/2026 01:25:00 PM,20875,Kola,Reclaimed,,Dog,Male,Yes,Shepherd,Bronze,,08/28/2019 12:00:00 AM,01/28/2026 02:56:00 PM,1
01/30/2026 02:34:39 PM,19838,Horace,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,White,12/30/2023 12:00:00 AM,12/30/2025 11:34:00 AM,31
01/30/2026 02:33:23 PM,18197,Cillian,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,,05/22/2024 12:00:00 AM,11/17/2025 11:47:00 AM,74
01/30/2026 03:09:12 PM,20700,Brennan,Adopted,,Puppy,Male,Yes,Labrador Retriever,Tan,Black,11/13/2025 12:00:00 AM,01/22/2026 02:07:00 PM,8
01/30/2026 03:47:00 PM,20698,,Euthanized,Suffering,Cat,Unknown,Unknown,Domestic Long Hair,Black,,,01/22/2026 02:11:00 PM,8
01/06/2026 06:28:00 PM,19892,Margarita,Adopted,,Kitten,Female,Yes,Domestic Shorthair,Torbie,,10/31/2025 12:00:00 AM,12/31/2025 11:12:00 AM,6
01/30/2026 04:47:57 PM,20685,Maki,Adopted,,Cat,Male,Yes,Domestic Medium Hair,BLUE TABBY,,01/25/2024 12:00:00 AM,01/22/2026 11:12:00 AM,8
01/30/2026 04:41:32 PM,13642,Ned,Adopted,,Dog,Male,Yes,German Shepherd,Tan,Black,06/28/2025 12:00:00 AM,12/06/2025 06:02:00 PM,54
01/30/2026 04:24:33 PM,20739,Mimip,Adopted,,Kitten,Female,yes,Domestic Shorthair,Calico,,09/23/2025 12:00:00 AM,01/23/2026 02:39:00 PM,7
01/30/2026 04:49:16 PM,20754,,Adopted,,Kitten,Male,yes,Domestic Shorthair,Brown Tabby,White,10/24/2025 12:00:00 AM,01/24/2026 03:16:00 PM,6
07/01/2025 05:22:00 PM,8196,Lil Orange*,Transfer Out,,Cat,Unknown,Unknown,Domestic Medium Hair,Orange Tiger,White,05/24/2024 12:00:00 AM,05/24/2025 03:18:00 PM,38
05/29/2025 01:05:00 PM,8217,Ogliddidoggliddodog 19,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,,,05/25/2025 01:24:00 PM,3
01/30/2026 05:15:00 PM,12319,Frankie Paul Wall,Adopted,,Dog,Male,Yes,Shepherd,Red,,07/28/2024 12:00:00 AM,07/18/2025 07:18:00 AM,196
01/30/2026 05:22:23 PM,20720,Kurapika,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Orange Tabby,,07/30/2025 12:00:00 AM,01/23/2026 11:09:00 AM,7
01/30/2026 05:28:00 PM,20707,Potato,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,08/22/2024 12:00:00 AM,01/22/2026 04:25:00 PM,8
01/30/2026 05:21:10 PM,20621,Robby,Adopted Altered,,Puppy,Male,yes,Boxer,Brown,White,11/07/2025 12:00:00 AM,01/20/2026 03:30:00 PM,10
01/30/2026 06:09:00 PM,18896,Sensei,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,,07/03/2025 12:00:00 AM,12/03/2025 07:09:00 PM,57
01/30/2026 06:54:00 PM,20682,Gizmo,Reclaimed,,Dog,Male,Yes,Chihuahua - Smooth,Tan,White,01/22/2021 12:00:00 AM,01/22/2026 10:02:00 AM,8
01/30/2026 06:38:48 PM,20252,Sootsprite,Adopted,,Kitten,Female,yes,Domestic Shorthair,Tortoiseshell,Black,10/09/2025 12:00:00 AM,01/09/2026 02:53:00 PM,21
01/30/2026 06:48:00 PM,20681,Chichi,Reclaimed,,Dog,Female,Yes,Chihuahua - Smooth,Black,White,01/22/2023 12:00:00 AM,01/22/2026 10:02:00 AM,8
01/30/2026 07:56:43 PM,20376,Mabel,Adopted,,Puppy,Female,Yes,Great Pyrenees,Tri Color,,11/27/2025 12:00:00 AM,01/15/2026 04:36:00 PM,15
01/30/2026 07:55:33 PM,20375,Hazel,Adopted,,Puppy,Female,Yes,Rhodesian Ridgeback,Fawn,White,11/27/2025 12:00:00 AM,01/15/2026 04:34:00 PM,15
01/30/2026 10:37:00 PM,19995,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Bat - Little Brown Myotis,Brown,,01/03/2024 12:00:00 AM,01/03/2026 04:16:00 PM,27
01/30/2026 10:36:00 PM,19999,,Unassisted Death,,Mammal,Unknown,Unknown,Skunk - Striped,Black,White,,01/03/2026 06:00:00 PM,27
01/30/2026 10:34:00 PM,19491,Unknown,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Bat - Unspecified,Dark Grey,Black,12/17/2023 12:00:00 AM,12/17/2025 08:20:00 AM,44
01/30/2026 10:38:00 PM,20305,,Unassisted Death,,Mammal,Unknown,Unknown,Raccoon,Black,Grey,,01/11/2026 05:09:00 PM,19
01/30/2026 10:29:00 PM,19591,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Skunk - Striped,Black,White,12/20/2023 12:00:00 AM,12/20/2025 11:21:00 AM,41
01/30/2026 10:33:00 PM,19437,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Black,,12/15/2025 06:29:00 PM,46
01/30/2026 10:30:00 PM,19823,,Unassisted Death,,Mammal,Unknown,Unknown,Raccoon,Grey,Black,,12/29/2025 09:58:00 PM,32
01/30/2026 10:31:00 PM,19384,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Bat - Unspecified,Brown,,,12/15/2025 11:39:00 AM,46
10/11/2025 10:10:00 AM,16497,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Black,,10/08/2023 12:00:00 AM,10/08/2025 12:16:00 PM,2
05/31/2025 07:01:00 PM,8649,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Tortoiseshell,Black,05/10/2025 12:00:00 AM,05/31/2025 12:24:00 PM,0
07/16/2025 11:38:00 AM,7456,Favorite,Adopted,,Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,04/14/2025 12:00:00 AM,05/14/2025 08:20:00 AM,63
08/22/2025 04:28:00 PM,13643,,Transfer Out,,Dog,Male,No,German Shepherd,Black,,06/28/2025 12:00:00 AM,08/11/2025 07:46:00 PM,10
09/13/2025 04:12:00 PM,14017,Waylon,Adopted,,Dog,Male,Yes,Siberian Husky,Black,White,08/19/2023 12:00:00 AM,08/19/2025 11:24:00 AM,25
07/08/2025 05:57:00 PM,9239,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,,04/27/2025 12:00:00 AM,06/07/2025 06:21:00 PM,30
07/08/2025 02:52:00 PM,5984,Zeus,Reclaimed,,Dog,Male,Yes,Boxer,Brown,,12/05/2022 12:00:00 AM,03/24/2025 12:00:00 AM,106
10/14/2025 03:26:00 PM,15329,Rocky,Adopted,,Dog,Male,Yes,German Shepherd,Black,Brown,05/31/2025 12:00:00 AM,09/12/2025 12:12:00 PM,32
10/07/2025 11:41:00 AM,13808,Meredith Grey,Transfer Out,,Rabbit,Female,Unknown,Silver Marten,Black,Grey,,08/14/2025 11:46:00 AM,53
11/01/2025 08:48:00 PM,17334,,Euthanized,Injured,Reptile (Wildlife),Unknown,Unknown,Snake,Black,Green,,10/26/2025 12:52:00 PM,6
05/27/2025 10:05:00 AM,8242,Puppy 2,Transfer Out,,Dog,Female,No,German Shepherd,Tan,Brown,04/25/2025 12:00:00 AM,05/25/2025 07:09:00 PM,1
08/02/2025 12:57:00 PM,12752,Jerry,Transfer Out,,Dog,Male,No,Australian Cattle Dog,Brown Brindle,,05/12/2025 12:00:00 AM,07/25/2025 04:34:00 PM,7
07/06/2025 06:57:00 PM,11200,Stitch,Adopted,,Cat,Male,Yes,Domestic Shorthair,Blue,Tabby,05/01/2025 12:00:00 AM,06/30/2025 01:16:00 PM,6
07/12/2025 12:48:00 PM,6607,Abby The Tabby,Transfer Out,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,04/18/2024 12:00:00 AM,04/18/2025 12:00:00 AM,85
08/04/2025 04:54:08 PM,7721,Woodrow,Adopted,,Dog,Male,yes,Labrador Retriever,Tan,,01/17/2025 12:00:00 AM,05/17/2025 11:31:00 AM,79
10/06/2025 05:53:00 PM,13008,Lottie,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,06/19/2025 12:00:00 AM,07/31/2025 07:09:00 AM,67
05/28/2025 05:11:09 PM,7774,Hugo,Adopted,,Cat,Male,Yes,Domestic Shorthair,BLUE TABBY,,05/18/2023 12:00:00 AM,05/18/2025 11:46:00 AM,10
10/13/2025 06:50:00 PM,16762,,Unassisted Death - In Transit,Rabies Risk,Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Black,,10/13/2025 05:09:00 PM,0
11/04/2025 01:40:00 PM,11657,Boos,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,,02/08/2025 12:00:00 AM,07/08/2025 01:55:00 PM,118
07/24/2025 02:48:20 PM,12377,Alia,Adopted,,Cat,Female,Yes,Domestic Long Hair,Tortoiseshell,,07/19/2015 12:00:00 AM,07/19/2025 02:11:00 PM,5
08/08/2025 08:16:00 AM,13243,,Euthanized,Suffering,Kitten,Unknown,Unknown,Domestic Shorthair,White,,07/21/2025 12:00:00 AM,08/04/2025 07:40:00 AM,4
10/05/2025 01:37:00 PM,16353,Caldwell,Redemption (Offsite),,Dog,Male,Unknown,Labrador Retriever,Tan,White,10/05/2023 12:00:00 AM,10/05/2025 12:03:00 PM,0
06/15/2025 01:02:05 PM,6759,*MONROE,Adopted,,Dog,Male,Yes,German Shepherd,Black,Brown,04/29/2023 12:00:00 AM,04/29/2025 12:00:00 AM,47
07/06/2025 07:44:00 PM,10472,,Unassisted Death,,Mammal,Unknown,Unknown,Bat - Unspecified,Black,,,06/20/2025 09:43:00 PM,15
06/28/2025 11:36:00 AM,11044,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,,06/24/2025 12:00:00 AM,06/27/2025 01:41:00 PM,0
07/08/2025 05:49:00 PM,11397,,Reclaimed,,Cat,Male,No,Domestic Shorthair,Black,,07/02/2023 12:00:00 AM,07/02/2025 04:47:00 PM,6
11/07/2025 02:00:00 PM,17788,,Transfer Out,,Puppy,Unknown,Unknown,Labrador Retriever,Black,White,10/22/2025 12:00:00 AM,11/07/2025 01:16:00 PM,0
09/13/2025 02:52:00 PM,14413,Buffy,Adopted,,Dog,Female,Yes,Labrador Retriever,Black,Tan,06/27/2025 12:00:00 AM,08/27/2025 11:32:00 AM,17
08/20/2025 04:35:49 PM,11598,Cheeto,Adopted,,Cat,Male,Yes,Domestic Shorthair,Cream,,05/19/2025 12:00:00 AM,07/07/2025 12:32:00 PM,44
07/17/2025 12:11:26 PM,6769,Harmony,Adopted,,Dog,Female,Yes,American Pit Bull Terrier,Brown,White,04/30/2023 12:00:00 AM,04/30/2025 12:00:00 AM,78
11/12/2025 03:39:00 PM,13349,Barney/bandit,Adopted,,Dog,Male,Yes,Pointer,Tan,White,05/05/2025 12:00:00 AM,08/05/2025 03:08:00 PM,99
07/06/2025 09:52:00 AM,10612,,Euthanized,Agonal,Kitten,Female,No,Domestic Shorthair,Calico,White,05/19/2025 12:00:00 AM,06/23/2025 03:54:00 PM,12
08/03/2025 09:56:00 AM,12316,,Euthanized,Suffering,Cat,Unknown,Unknown,Domestic Shorthair,White,,07/18/2020 12:00:00 AM,07/18/2025 10:36:00 AM,15
07/05/2025 06:15:00 PM,8369,Pepperoni,Transfer Out,,Dog,Male,No,German Shepherd,Black,Tan,05/28/2025 12:00:00 AM,05/28/2025 11:46:00 AM,38
09/22/2025 04:56:10 PM,15464,Squirt,Adopted,,Dog,Male,yes,Chihuahua - Smooth,Tri Color,,07/21/2025 12:00:00 AM,09/15/2025 03:50:00 PM,7
05/13/2025 11:35:00 AM,7249,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Brown Tabby,,04/26/2025 12:00:00 AM,05/10/2025 07:52:00 AM,3
06/17/2025 02:02:00 PM,8903,,Unassisted Death,,Kitten,Unknown,No,Domestic Shorthair,Brown Tabby,,06/02/2025 12:00:00 AM,05/25/2025 05:22:00 PM,22
07/12/2025 12:57:00 PM,11407,*DANNY,Transfer Out,,Cat,Male,No,Domestic Shorthair,Brown Tabby,,05/01/2025 12:00:00 AM,07/02/2025 07:13:00 PM,9
07/09/2025 12:57:00 PM,11391,Alize,Adopted,,Cat,Female,Yes,Domestic Long Hair,Brown,White,04/24/2017 12:00:00 AM,07/02/2025 03:37:00 PM,6
10/14/2025 05:27:32 PM,16411,Anise,Adopted,,Cat,Female,yes,Domestic Shorthair,White,Brown Tabby,04/06/2025 12:00:00 AM,10/06/2025 04:11:00 PM,8
08/03/2025 03:24:00 PM,11658,Andy,Transfer Out,,Dog,Male,No,German Shepherd,Black,Brown,07/08/2023 12:00:00 AM,07/08/2025 01:56:00 PM,26
09/14/2025 03:01:00 PM,15026,Kyler,Transfer Out,,Dog,Female,No,Great Pyrenees,White,,09/06/2024 12:00:00 AM,09/05/2025 08:14:00 PM,8
12/23/2025 12:53:00 PM,19453,Gadget,Transfer Out,,Cat,Male,No,Domestic Shorthair,Black,,09/02/2025 12:00:00 AM,12/16/2025 11:08:00 AM,7
12/06/2025 12:54:11 PM,16819,Flora,Adopted Altered,,Dog,Female,Yes,German Shepherd,Black,Brown,09/02/2025 12:00:00 AM,10/14/2025 06:22:00 PM,52
12/22/2025 03:05:00 PM,19451,Cielo,Transfer Out,,Cat,Male,No,Domestic Shorthair,Black,,09/02/2025 12:00:00 AM,12/16/2025 11:08:00 AM,6
12/22/2025 03:05:00 PM,19452,Viola,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black,,09/02/2025 12:00:00 AM,12/16/2025 11:08:00 AM,6
12/19/2025 02:58:18 PM,16787,Hank,Adopted,,Cat,Male,Yes,Domestic Shorthair,White,Blue,09/02/2025 12:00:00 AM,10/14/2025 12:03:00 PM,66
12/06/2025 12:47:05 PM,16820,Fauna,Adopted Altered,,Dog,Female,Yes,German Shepherd,Black,Tan,09/02/2025 12:00:00 AM,10/14/2025 06:22:00 PM,52
12/20/2025 02:46:26 PM,16785,Bobby,Adopted,,Cat,Male,Yes,Domestic Shorthair,White,Blue,09/02/2025 12:00:00 AM,10/14/2025 12:03:00 PM,67
12/19/2025 02:57:40 PM,16784,Luanne,Adopted,,Cat,Female,Yes,Domestic Shorthair,White,Blue,09/02/2025 12:00:00 AM,10/14/2025 12:03:00 PM,66
12/20/2025 12:43:00 PM,16786,Peggy,Adopted,,Cat,Female,Yes,Domestic Shorthair,White,Blue,09/02/2025 12:00:00 AM,10/14/2025 12:03:00 PM,67
01/31/2026 10:00:32 AM,14924,Cleo,Adopted,,Cat,Female,Yes,Domestic Shorthair,Blue,White,09/04/2023 12:00:00 AM,09/04/2025 03:14:00 PM,148
01/31/2026 11:45:28 AM,20619,Sugar,Adopted,,Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,,10/20/2025 12:00:00 AM,01/20/2026 03:22:00 PM,10
08/04/2025 01:24:46 PM,12976,Cleo,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,,07/30/2016 12:00:00 AM,07/30/2025 01:29:00 PM,4
01/31/2026 12:14:00 PM,20657,Kissa,Transfer Out,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,01/21/2011 12:00:00 AM,01/21/2026 01:48:00 PM,9
01/31/2026 12:41:00 PM,20741,,Return to Habitat,,Cat,Male,Yes,Domestic Medium Hair,Brown Tabby,,01/28/2024 12:00:00 AM,01/23/2026 04:22:00 PM,7
01/31/2026 12:42:00 PM,20705,Daisy Lou,Return to Habitat,,Cat,Female,Yes,Domestic Shorthair,Torbie,,06/28/2025 12:00:00 AM,01/22/2026 04:04:00 PM,8
01/31/2026 12:26:00 PM,20719,,Return to Habitat,,Cat,Male,Yes,Domestic Shorthair,Blue,,01/28/2021 12:00:00 AM,01/23/2026 11:12:00 AM,8
01/31/2026 12:40:00 PM,20660,Mononoke,Return to Habitat,,Cat,Female,Yes,Domestic Shorthair,BLUE TABBY,,01/28/2022 12:00:00 AM,01/21/2026 02:11:00 PM,9
01/31/2026 12:55:00 PM,20725,,Reclaimed,,Cat,Male,Unknown,Domestic Shorthair,Orange Tabby,White,01/23/2024 12:00:00 AM,01/23/2026 12:00:00 PM,8
01/31/2026 12:14:00 PM,20658,Ash,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Black,White,01/21/2011 12:00:00 AM,01/21/2026 01:48:00 PM,9
01/31/2026 12:14:00 PM,20058,Maisy,Transfer Out,,Dog,Female,Yes,Australian Cattle Dog,Tan,White,01/05/2024 12:00:00 AM,01/05/2026 05:31:00 PM,25
01/31/2026 01:45:57 PM,18551,Bolt,Adopted,,Dog,Male,Yes,German Shepherd,Red,,03/24/2025 12:00:00 AM,01/09/2026 04:01:00 PM,21
01/31/2026 03:48:00 PM,19216,Draco,Adopted,,Dog,Male,Yes,American Bulldog,White,Black,12/10/2020 12:00:00 AM,12/10/2025 01:41:00 PM,52
01/31/2026 04:25:00 PM,20962,,Unassisted Death,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,01/31/2020 12:00:00 AM,01/31/2026 11:27:00 AM,0
01/31/2026 04:54:36 PM,20825,Lola,Adopted,,Cat,Female,Yes,Domestic Shorthair,BLUE TABBY,,03/27/2025 12:00:00 AM,01/27/2026 11:56:00 AM,4
01/31/2026 04:16:57 PM,16902,Shirley,Adopted,,Dog,Female,Yes,Carolina Dog,Brown,Black,12/16/2024 12:00:00 AM,10/16/2025 03:18:00 PM,107
01/31/2026 05:12:22 PM,19686,Sid,Adopted Altered,,Dog,Male,Yes,American Pit Bull Terrier,Tan,White,01/25/2025 12:00:00 AM,12/25/2025 08:34:00 PM,36
01/31/2026 05:42:48 PM,20687,Yaong,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,01/22/2018 12:00:00 AM,01/22/2026 11:26:00 AM,9
01/31/2026 06:21:00 PM,20861,Nate,Reclaimed,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,01/28/2014 12:00:00 AM,01/28/2026 10:29:00 AM,3
01/31/2026 06:25:00 PM,20508,Swiss,Adopted,,Rodent,Male,Unknown,Mouse,White,Tan,,01/17/2026 01:55:00 PM,14
10/09/2025 02:47:00 PM,16356,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,White,Black,09/28/2025 12:00:00 AM,10/05/2025 01:12:00 PM,4
01/30/2026 04:07:34 PM,19991,Bolt,Adopted,,Dog,Male,Yes,Siberian Husky,White,,09/03/2025 12:00:00 AM,01/03/2026 03:15:00 PM,27
12/16/2025 06:13:21 PM,18203,Carmelo,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,09/03/2025 12:00:00 AM,11/17/2025 11:57:00 AM,29
12/08/2025 04:24:08 PM,18201,Tia,Adopted,,Cat,Female,yes,Domestic Shorthair,Brown Tabby,,09/03/2025 12:00:00 AM,11/17/2025 11:57:00 AM,21
12/29/2025 05:48:38 PM,16492,Fire Cracker,Adopted,,Cat,Male,yes,Domestic Long Hair,Brown Tabby,White,09/03/2025 12:00:00 AM,10/08/2025 11:51:00 AM,82
